source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,Scale is zero so lossless cast to INT64 is safe; serves as primary key and first component of the merge key in sp_mysqltobq_load.sql
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,BigQuery STRING is unbounded; the 50-character source constraint is not re-enforced at the BigQuery layer but should be captured in the schema validation step
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,Direct varchar(50) to STRING mapping; source NOT NULL constraint verified post-load via null constraint check
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,Candidate for uniqueness validation in data quality checks per acceptance criteria; source NOT NULL constraint verified post-load
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable in source; null counts should be tracked in post-load data quality report
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,MySQL DATE maps directly to BigQuery DATE with no timezone considerations; source NOT NULL constraint verified post-load
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Third clustering column; higher cardinality than status aids pruning for job-role-specific analytical queries; source NOT NULL constraint verified post-load
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"BigQuery NUMERIC supports 29 digits of precision and 9 decimal places, fully accommodating decimal(8,2); no precision loss; source NOT NULL constraint verified post-load"
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,"Nullable in source; BigQuery NUMERIC safely accommodates decimal(4,2); null rate should be reported in data quality output"
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,Nullable; scale is zero so lossless cast to INT64; self-referential FK to employee_id; referential integrity validated as part of post-load data quality checks
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,First and highest-priority clustering column; scale is zero so INT64 cast is lossless; nullable in source — null rows will appear in clustering block boundary but do not break partitioning
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,"Second clustering column; low-cardinality values (e.g. ACTIVE, INACTIVE) maximise clustering efficiency for status-filter queries common in operational reporting; source NOT NULL constraint verified post-load"
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,MySQL TIMESTAMP is stored and retrieved in UTC by the Cloud SQL connector; maps directly to BigQuery TIMESTAMP; NOT NULL in source verified post-load
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),True,False,"Partition column with DAY granularity; configure partition_expiration_ms = 5184000000 (60 days) on the BigQuery table to enforce the 60-day retention SLA; also the second component of the composite merge key (employee_id, updated_date) used by sp_mysqltobq_load.sql; rows with null updated_date route to the __NULL__ partition which is exempt from partition expiry — document and handle in retention strategy"
