source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,True,"Primary key; decimal(10,0) has no fractional part so INT64 is the precise and storage-efficient BigQuery type. First component of the composite merge key used by sp_mysqltobq_load.sql. Clustered first to accelerate merge lookups and point queries."
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,PII field. BigQuery STRING subsumes varchar(50); original length constraint enforced by pre-load schema validation.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,PII field. BigQuery STRING subsumes varchar(50); original length constraint enforced by pre-load schema validation.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,PII field. BigQuery STRING subsumes varchar(100); original length constraint enforced by pre-load schema validation.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,"PII field; nullable in source. Kept as STRING to preserve formatting (leading zeros, country codes, separators)."
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,Direct DATE-to-DATE mapping; no timezone handling required. Useful for tenure calculations in analytics.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Job role code; used as the third clustering column to optimise analytics queries filtered or grouped by job function.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"Two decimal places preserved via BigQuery NUMERIC (38 digits, 9 decimal places). FLOAT64 is avoided to prevent precision loss on financial values."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,Nullable; two decimal places preserved via NUMERIC. FLOAT64 avoided for financial precision integrity.
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Nullable self-referential FK; decimal(10,0) has no fractional part so INT64 is appropriate. NULL indicates a top-level employee with no manager."
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,"Nullable; decimal(4,0) has no fractional part so INT64 is appropriate. Second clustering column to optimise department-level reporting queries common in 5gcore analytics."
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,Low-cardinality field (e.g. active/inactive/terminated). Fourth clustering column; filtering by status is a common analytics pattern. Pre-load validation should enforce allowed values.
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,Record creation timestamp from MySQL; direct TIMESTAMP-to-TIMESTAMP mapping. MySQL TIMESTAMP is UTC-normalised so no timezone conversion is required.
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),True,False,Partition column with DAY granularity; enables BigQuery partition pruning on incremental date-range queries. Second component of the composite merge key (employee_id + updated_date) used by sp_mysqltobq_load.sql. Nullable in source — rows with NULL updated_date land in the __NULL__ partition; pre-load validation should flag these. The 60-day retention policy should be applied as a BigQuery partition expiration on this column.
