source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,True,Primary key; scale is 0 so INT64 is the most precise and efficient BigQuery type; first merge key for sp_mysqltobq_load.sql; leading cluster column for point-lookup queries on employee
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,BigQuery STRING is unbounded; source max length 50 characters is preserved as a documented constraint
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,BigQuery STRING is unbounded; source max length 50 characters
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,BigQuery STRING is unbounded; source max length 100 characters; uniqueness enforced via post-load PK validation checks
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable in source and target; source max length 20 characters; kept as STRING to preserve formatting such as dashes and parentheses
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,Direct date-to-date mapping; no timezone conversion required for date-only values
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,False,Job role code; source max length 20 characters
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,Precision 8 scale 2; BigQuery NUMERIC supports 29 integer digits and 9 fractional digits which comfortably accommodates the source range
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,Nullable; precision 4 scale 2; represents a percentage value such as 0.35 for 35%
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,Nullable; scale 0 maps cleanly to INT64; self-referencing FK pointing to employee_id; NULL indicates a top-level employee with no manager
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,Nullable; scale 0 maps to INT64; cluster column to accelerate department-scoped analytical and reporting queries
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,Low-cardinality column; source max length 10 characters; cluster column to support status-filtered queries common in workforce analytics and reporting
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,NOT NULL; MySQL TIMESTAMP is stored in UTC and converted on retrieval; BigQuery TIMESTAMP is always UTC; direct mapping is safe
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),True,False,Nullable; DAY-granularity partition column aligned with hourly and daily incremental load cadence and 60-day retention policy; second merge key used by sp_mysqltobq_load.sql alongside employee_id; NULL rows are routed to the BigQuery __NULL__ partition and must be accounted for in row-count reconciliation
