source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,True,"Primary key, used for clustering for performance"
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,FIRST_NAME,False,False,Direct string mapping
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,LAST_NAME,False,False,Direct string mapping
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,EMAIL,False,False,Direct string mapping
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,PHONE_NUMBER,False,False,"Direct string mapping, nullable"
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,HIRE_DATE,True,False,Used for time-based partitioning for analytical queries
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,JOB_ID,False,True,Used for clustering to optimize job-based queries
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,"NUMERIC(8,2)",CAST(SALARY AS NUMERIC),False,False,Preserving precision from source
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,"NUMERIC(4,2)",CAST(COMMISSION_PCT AS NUMERIC),False,False,"Preserving precision from source, nullable"
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Foreign key reference to employee_id, nullable"
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,Used for clustering to optimize department-based queries
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,STATUS,False,False,Direct string mapping
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CREATED_DATE,False,False,Direct timestamp mapping
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,UPDATED_DATE,False,False,"Direct timestamp mapping, nullable"
