source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,"Primary key. decimal(10,0) carries no fractional digits; INT64 is the most semantically precise BigQuery integer type. Primary key uniqueness must be enforced in BigQuery after every load per acceptance criteria."
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,NOT NULL at source. BigQuery STRING is unbounded; the varchar(50) length constraint is validated at source during pre-load schema compatibility check.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,NOT NULL at source. varchar(50) length constraint validated at source during pre-load check.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,NOT NULL at source. varchar(100) length constraint validated at source during pre-load check.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable in source. Null-constraint violations must be logged and reported before the load is marked complete per acceptance criteria.
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),True,False,Partition column — TIME_UNIT partitioning at MONTH granularity. NOT NULL guarantees no rows land in the __NULL__ unpartitioned bucket. Enables efficient partition pruning for date-ranged HR cohort analytics.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Cluster column (position 2). Job role is a frequent GROUP BY and WHERE predicate in HR analytics and reporting queries. varchar(20) constraint validated at source.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"NOT NULL. BigQuery NUMERIC (precision 29, scale 9) safely accommodates decimal(8,2) without rounding. Preserves exact monetary precision required for payroll and compensation analytics."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,Nullable in source. BigQuery NUMERIC accepts NULL. Exact decimal precision preserved. Null-constraint violations must be logged before load is marked complete per acceptance criteria.
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Self-referential FK to employee_id. Nullable — top-level employees have no manager. decimal(10,0) has no fractional digits; INT64 used for consistency with employee_id PK type."
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,"Cluster column (position 1 — highest analytical selectivity). Department is the predominant GROUP BY and WHERE dimension across all HR reporting queries. Nullable in source; decimal(4,0) has no fractional digits warranting INT64."
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,Cluster column (position 3). Low-cardinality employment status flag enables efficient point-filter pruning within a cluster block. NOT NULL at source.
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,"Record creation timestamp. NOT NULL. Acts as the fallback incremental watermark in the delta extraction query when updated_date IS NULL (COALESCE(updated_date, created_date) >= last_watermark). MySQL TIMESTAMP is UTC; BigQuery TIMESTAMP stores UTC natively — no timezone conversion required."
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),False,False,Primary incremental load watermark column. Nullable — rows with NULL updated_date must fall back to created_date in the delta extraction query. Null-constraint violations must be logged and reported before each incremental load cycle is marked complete per acceptance criteria. MySQL TIMESTAMP is UTC; BigQuery TIMESTAMP stores UTC — no timezone conversion required.
