source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
Postgres,categories,CATEGORY_ID,INTEGER,stg_categories,category_id,INT64,CAST(CATEGORY_ID AS INT64),False,True,Primary key; NOT NULL in source; cluster column for fast PK lookups on reference table; UPSERT merge key on full daily reload
Postgres,categories,CATEGORY_NAME,VARCHAR,stg_categories,category_name,STRING,CAST(CATEGORY_NAME AS STRING),False,False,NOT NULL in source; VARCHAR maps to STRING in BigQuery
Postgres,categories,DESCRIPTION,TEXT,stg_categories,description,STRING,CAST(DESCRIPTION AS STRING),False,False,Nullable; PostgreSQL TEXT maps to STRING in BigQuery without length restriction
Postgres,categories,PARENT_CATEGORY_ID,INTEGER,stg_categories,parent_category_id,INT64,CAST(PARENT_CATEGORY_ID AS INT64),False,False,Nullable; self-referential FK to category_id enabling category hierarchy traversal; NULL indicates root category
Postgres,categories,CREATED_AT,TIMESTAMP,stg_categories,created_at,TIMESTAMP,CAST(CREATED_AT AS TIMESTAMP),True,False,NOT NULL; partition column with MONTH granularity; appropriate for small reference table with full daily reload; reduces partition count overhead
Postgres,suppliers,SUPPLIER_ID,INTEGER,stg_suppliers,supplier_id,INT64,CAST(SUPPLIER_ID AS INT64),False,True,Primary key; NOT NULL in source; primary cluster column for reference lookups; UPSERT merge key on full daily reload
Postgres,suppliers,SUPPLIER_NAME,VARCHAR,stg_suppliers,supplier_name,STRING,CAST(SUPPLIER_NAME AS STRING),False,False,NOT NULL in source; VARCHAR maps to STRING in BigQuery
Postgres,suppliers,CONTACT_EMAIL,VARCHAR,stg_suppliers,contact_email,STRING,CAST(CONTACT_EMAIL AS STRING),False,False,Nullable; VARCHAR maps to STRING in BigQuery
Postgres,suppliers,COUNTRY,VARCHAR,stg_suppliers,country,STRING,CAST(COUNTRY AS STRING),False,True,Nullable; secondary cluster column to support regional supplier segmentation queries; VARCHAR maps to STRING
Postgres,suppliers,IS_ACTIVE,BOOLEAN,stg_suppliers,is_active,BOOL,CAST(IS_ACTIVE AS BOOL),False,False,NOT NULL in source; BOOLEAN maps directly to BOOL in BigQuery
Postgres,suppliers,CREATED_AT,TIMESTAMP,stg_suppliers,created_at,TIMESTAMP,CAST(CREATED_AT AS TIMESTAMP),True,False,NOT NULL; partition column with MONTH granularity; appropriate for small reference table with full daily reload
Postgres,products,PRODUCT_ID,INTEGER,stg_products,product_id,INT64,CAST(PRODUCT_ID AS INT64),False,False,Primary key; NOT NULL in source; UPSERT merge key for watermark-based daily incremental load; not a cluster column as equality on PK is rare in analytical queries
