source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,Primary key; scale is 0 so INT64 is safe and avoids unnecessary NUMERIC overhead. First component of the merge key (employee_id + updated_date) in sp_mysqltobq_load.sql. Post-load uniqueness check must be enforced on this column.
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,PII field. BigQuery STRING supersedes MySQL varchar; no length constraint is enforced natively in BigQuery — source length limit (50) should be documented in schema validation rules.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,PII field. BigQuery STRING supersedes MySQL varchar; source length limit (50) should be documented in schema validation rules.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,PII field; NOT NULL in source. Apply BigQuery column-level security policy tags to restrict access to PII-authorised principals.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,PII field; nullable in source and target. Apply BigQuery column-level security policy tags. Pre-load null validation should permit NULLs for this column.
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,Direct DATE-to-DATE mapping; no timezone conversion required. MySQL DATE has no time component.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Third clustering column; optimises queries filtering or grouping by job role. Source length limit (20) should be captured in schema validation rules.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"BigQuery NUMERIC (29 significant digits, 9 decimal places) safely accommodates decimal(8,2). Sensitive compensation data — access controls should be reviewed as part of PII governance."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,Nullable in source and target; NULL semantically means no commission applicable. Pre-load validation must permit NULLs for this column.
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,Self-referential FK to employee_id; nullable for root-level managers. Scale is 0 so INT64 is safe. Referential integrity is not enforced natively in BigQuery — integrity checks should be implemented in the validation layer.
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,First clustering column; high-selectivity dimension key that prunes data scanned for department-scoped analytical queries. Nullable in source; BigQuery does not enforce FK constraints.
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,"Second clustering column; low-cardinality field (e.g. ACTIVE, INACTIVE) that significantly reduces bytes scanned when queries filter on employment status. Source length limit (10) should be documented in schema validation rules."
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,Source system record creation timestamp. MySQL TIMESTAMP is stored and retrieved in UTC; BigQuery TIMESTAMP is UTC-normalised — no timezone conversion needed. NOT NULL in source.
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),True,False,Partition column with DAY granularity; enables partition pruning for time-bounded incremental queries and supports the 60-day retention policy enforcement via BigQuery partition expiry. Second component of the sp_mysqltobq_load.sql merge key (employee_id + updated_date). Nullable in source — NULL rows land in the BigQuery __NULL__ partition; monitor for unexpected NULLs in post-load validation.
