source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,"decimal(10,0) carries no fractional part; safely promoted to INT64. Primary key uniqueness validated after every load cycle per acceptance criteria."
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,BigQuery STRING is variable-length with no upper bound; source max 50 chars presents no truncation risk.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,BigQuery STRING is variable-length with no upper bound; source max 50 chars presents no truncation risk.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,NOT NULL in source. Source max 100 chars. Pre-load null check required per validation rules.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable in source. NULL values propagate as BigQuery NULL. Source max 20 chars covers international formats.
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),True,False,Table is TIME-partitioned on hire_date at MONTH granularity. NOT NULL in source. Optimises hire-cohort and date-range analytics queries.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Cluster column (position 2). Moderate-cardinality code field; clustering accelerates job-based filtering and aggregation. Source max 20 chars.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"BigQuery NUMERIC supports up to 29 digits with 9 decimal places; decimal(8,2) fits entirely without precision loss. NOT NULL in source."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,"Nullable in source; only applicable to sales roles. decimal(4,2) fits within BigQuery NUMERIC without precision loss."
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Nullable self-referential FK to employee_id. decimal(10,0) has no fractional part; safely cast to INT64. NULL denotes a top-level employee with no manager."
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,"Cluster column (position 1). Nullable in source; low-to-moderate cardinality identifier. decimal(4,0) has no fractional part; safely cast to INT64. Placed first in cluster order due to high selectivity for dept-level queries."
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,"Cluster column (position 3). Low-cardinality field (e.g. ACTIVE, INACTIVE, TERMINATED). NOT NULL in source. Source max 10 chars."
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,NOT NULL. Records when the row was first created in the source system. Can serve as fallback delta key if UPDATED_DATE is NULL on a given record.
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),False,False,"Primary delta tracking column for timestamp-based incremental loads. Nullable; rows never updated carry NULL. Incremental pipeline uses COALESCE(MAX(updated_date), MAX(created_date)) as high-water mark. Null violations logged before load is marked complete per acceptance criteria."
