source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,Primary key. Scale is 0 so lossless cast to INT64 is safe. Post-load uniqueness validation required per acceptance criteria.
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,BigQuery STRING is unbounded; max 50 characters from source poses no truncation risk.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,BigQuery STRING is unbounded; max 50 characters from source poses no truncation risk.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,BigQuery STRING is unbounded; max 100 characters from source poses no truncation risk. Pre-load null validation applies as column is NOT NULL.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable in source; NULL values pass through unchanged. Pre-load validation must confirm null handling strategy is applied consistently.
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,Direct DATE-to-DATE mapping. MySQL date format (YYYY-MM-DD) aligns natively with BigQuery DATE; no format conversion required.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Tertiary clustering column. Moderate cardinality job codes improve pruning for job-role analytical queries.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"BigQuery NUMERIC supports up to 29 digits with 9 decimal places; decimal(8,2) fits with no precision loss."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,"Nullable; decimal(4,2) fits comfortably within BigQuery NUMERIC bounds. NULL values preserved. Pre-load null report must capture rows where this is NULL."
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Self-referential FK to employee_id. Scale is 0, lossless cast to INT64. NULL indicates top-level or unmanaged employee; NULL constraint violation logging must exclude this column."
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,"Leading clustering column. Scale is 0, lossless cast to INT64. Nullable; NULL values land in the leading cluster slot without error. High-value for department-scoped analytics pruning."
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,"Secondary clustering column. Low-cardinality values (e.g. ACTIVE, INACTIVE) maximise cluster pruning efficiency when combined with department_id."
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),True,False,Partition column with DAY granularity. NOT NULL guarantees no rows fall into the __NULL__ partition. Scopes both full historical load windows and incremental load boundaries. MySQL TIMESTAMP maps to BigQuery TIMESTAMP (UTC); timezone alignment must be validated pre-load.
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),False,False,"Delta tracking column for incremental loads. Nullable; incremental pipeline WHERE clause must use COALESCE(UPDATED_DATE, CREATED_DATE) >= :last_watermark to safely capture records never updated. MySQL TIMESTAMP maps to BigQuery TIMESTAMP (UTC); timezone alignment must be validated pre-load."
