source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,"Primary key. decimal(10,0) carries no fractional part; INT64 is the lossless BigQuery equivalent and avoids unnecessary NUMERIC overhead."
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,varchar(50) maps directly to BigQuery STRING; no length constraint enforced at rest in BigQuery.
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,varchar(50) maps directly to BigQuery STRING.
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,varchar(100) maps directly to BigQuery STRING.
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,"Nullable in source; stored as STRING to preserve non-numeric characters such as plus signs, parentheses, and dashes."
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),False,False,MySQL DATE maps directly to BigQuery DATE with no precision loss.
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,Second clustering column; job-role-scoped analytics are a common access pattern for HR reporting.
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"DECIMAL(8,2) requires 2 decimal places; BigQuery NUMERIC supports up to 29 digits with 9 decimal places, preserving precision without rounding."
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,"Nullable in source; DECIMAL(4,2) retains 2 decimal fractional digits; NUMERIC preserves this precision losslessly."
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Self-referencing FK; decimal(10,0) has no fractional part so INT64 is the appropriate lossless mapping. Nullable for root-level managers."
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,Leading clustering column; department-scoped filtering is the primary analytical access pattern for HR workloads on this table.
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,Third clustering column; low cardinality makes it highly effective for BigQuery block elimination when filtering active vs. inactive employees.
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),True,False,"DAY-level partition column; aligns with the hourly batch schedule so each run writes to at most one or two partitions, enabling efficient partition pruning and incremental overwrite patterns."
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),False,False,Nullable; carries the source-system last-modified timestamp and is the recommended watermark column for downstream incremental MERGE operations.
