source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
Kafka,clickstream.page_views,EVENT_ID,STRING,stg_page_views,event_id,STRING,CAST(EVENT_ID AS STRING),False,False,Primary deduplication key; Dataflow pipeline enforces NOT NULL and uniqueness within a 10-minute sliding window before writing to BigQuery
Kafka,clickstream.page_views,SESSION_ID,STRING,stg_page_views,session_id,STRING,CAST(SESSION_ID AS STRING),False,True,First clustering column; foreign key to stg_sessions.session_id; high-cardinality but enables efficient session-scoped query pruning in BigQuery
Kafka,clickstream.page_views,USER_ID,STRING,stg_page_views,user_id,STRING,CAST(USER_ID AS STRING),False,False,Nullable; null when user is anonymous; potential PII field — access should be governed via BigQuery column-level security if PII policy is enforced
Kafka,clickstream.page_views,ANONYMOUS_ID,STRING,stg_page_views,anonymous_id,STRING,CAST(ANONYMOUS_ID AS STRING),False,False,NOT NULL; cookie or device-based identifier used for pre-authentication identity resolution
Kafka,clickstream.page_views,PAGE_URL,STRING,stg_page_views,page_url,STRING,CAST(PAGE_URL AS STRING),False,False,NOT NULL; full URL including query string; used in funnel analysis path queries
Kafka,clickstream.page_views,PAGE_TITLE,STRING,stg_page_views,page_title,STRING,CAST(PAGE_TITLE AS STRING),False,False,Nullable; HTML document title at time of page view
Kafka,clickstream.page_views,REFERRER_URL,STRING,stg_page_views,referrer_url,STRING,CAST(REFERRER_URL AS STRING),False,False,Nullable; HTTP Referer header value; useful for channel attribution analysis
Kafka,clickstream.page_views,UTM_SOURCE,STRING,stg_page_views,utm_source,STRING,CAST(UTM_SOURCE AS STRING),False,False,Nullable; UTM tracking parameter for campaign source attribution
Kafka,clickstream.page_views,UTM_MEDIUM,STRING,stg_page_views,utm_medium,STRING,CAST(UTM_MEDIUM AS STRING),False,False,Nullable; UTM tracking parameter for campaign medium attribution
Kafka,clickstream.page_views,UTM_CAMPAIGN,STRING,stg_page_views,utm_campaign,STRING,CAST(UTM_CAMPAIGN AS STRING),False,False,Nullable; UTM tracking parameter for campaign name attribution
