source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
MySQL,employees,EMPLOYEE_ID,"decimal(10,0)",stg_employees,employee_id,INT64,CAST(EMPLOYEE_ID AS INT64),False,False,"Primary key; decimal(10,0) has no fractional part and fits within INT64 range (max 10 digits)"
MySQL,employees,FIRST_NAME,varchar(50),stg_employees,first_name,STRING,CAST(FIRST_NAME AS STRING),False,False,varchar(50) maps to BigQuery STRING; length constraint is not enforced at the BigQuery layer
MySQL,employees,LAST_NAME,varchar(50),stg_employees,last_name,STRING,CAST(LAST_NAME AS STRING),False,False,varchar(50) maps to BigQuery STRING
MySQL,employees,EMAIL,varchar(100),stg_employees,email,STRING,CAST(EMAIL AS STRING),False,False,varchar(100) maps to BigQuery STRING; consider adding a downstream uniqueness check for email
MySQL,employees,PHONE_NUMBER,varchar(20),stg_employees,phone_number,STRING,CAST(PHONE_NUMBER AS STRING),False,False,Nullable varchar(20) maps to nullable BigQuery STRING; phone numbers stored as text to preserve formatting
MySQL,employees,HIRE_DATE,date,stg_employees,hire_date,DATE,CAST(HIRE_DATE AS DATE),True,False,MySQL DATE maps directly to BigQuery DATE; chosen as partition column (DAY granularity) to enable efficient hire-cohort and time-range analytics
MySQL,employees,JOB_ID,varchar(20),stg_employees,job_id,STRING,CAST(JOB_ID AS STRING),False,True,varchar(20) maps to BigQuery STRING; used as cluster column (position 2) to accelerate job-role filtering
MySQL,employees,SALARY,"decimal(8,2)",stg_employees,salary,NUMERIC,CAST(SALARY AS NUMERIC),False,False,"decimal(8,2) maps to BigQuery NUMERIC (29 digits, 9 decimal places); precision fully preserved for financial calculations"
MySQL,employees,COMMISSION_PCT,"decimal(4,2)",stg_employees,commission_pct,NUMERIC,CAST(COMMISSION_PCT AS NUMERIC),False,False,"Nullable decimal(4,2) maps to nullable BigQuery NUMERIC; represents commission rate (e.g. 0.15 = 15%)"
MySQL,employees,MANAGER_ID,"decimal(10,0)",stg_employees,manager_id,INT64,CAST(MANAGER_ID AS INT64),False,False,"Nullable self-referencing FK to employee_id; decimal(10,0) cast to INT64; NULL indicates a top-level employee with no manager"
MySQL,employees,DEPARTMENT_ID,"decimal(4,0)",stg_employees,department_id,INT64,CAST(DEPARTMENT_ID AS INT64),False,True,"Nullable decimal(4,0) maps to INT64; used as cluster column (position 1) to accelerate department-level filtering and aggregations"
MySQL,employees,STATUS,varchar(10),stg_employees,status,STRING,CAST(STATUS AS STRING),False,True,varchar(10) maps to BigQuery STRING; low-cardinality column used as cluster column (position 3) to prune scans by employee status
MySQL,employees,CREATED_DATE,timestamp,stg_employees,created_date,TIMESTAMP,CAST(CREATED_DATE AS TIMESTAMP),False,False,MySQL TIMESTAMP maps to BigQuery TIMESTAMP (UTC); represents the original source record creation time
MySQL,employees,UPDATED_DATE,timestamp,stg_employees,updated_date,TIMESTAMP,CAST(UPDATED_DATE AS TIMESTAMP),False,False,Nullable MySQL TIMESTAMP maps to nullable BigQuery TIMESTAMP; used for watermark-based incremental extraction in hourly pipeline runs
